0,0.1
1,0.11904761904761905
2,-0.2
3,0.0
4,0.0
5,0.11904761904761905
6,-0.20000000000000004
7,0.0
8,0.0
9,0.0
10,0.0
11,0.15625
12,0.5
13,0.0
14,0.0
15,0.0
16,0.0
17,0.30000000000000004
18,0.1
19,-0.08333333333333333
20,0.8
21,0.0
22,0.0
23,0.8
24,0.1
25,0.1
26,0.0
27,0.0
28,0.11904761904761905
29,0.0
30,0.30000000000000004
31,0.8
32,0.5
33,0.0
34,0.0
35,0.0
36,-0.3
37,-0.3
38,-0.16666666666666666
39,-0.3
40,-0.3
41,-0.16666666666666666
42,0.0
43,0.0
44,0.0
45,-0.2333333333333333
46,0.8
47,0.0
48,0.0
49,0.0
50,0.06818181818181818
51,0.0
52,0.8
53,0.8
54,0.8
55,-0.2
56,0.0
57,0.0
58,0.11904761904761905
59,0.5
60,0.8
61,0.0
62,0.0
63,-0.125
64,-0.2
65,-0.3
66,-0.3
67,-0.3
68,0.0
69,0.0
70,0.11904761904761905
71,-0.16666666666666666
72,0.0
73,0.8
74,0.0
75,0.8
76,0.0
77,0.0
78,0.1
79,0.3565656565656566
80,0.0
81,0.0
82,0.11904761904761905
83,0.5
84,-0.025
85,0.0
86,0.11904761904761905
87,-0.16666666666666666
88,0.8
89,0.0
90,0.11904761904761905
91,0.0
92,0.0
93,0.30000000000000004
94,0.35
95,0.0
96,-0.2
97,-0.2
98,0.0
99,-0.3
100,0.0
101,0.13766233766233765
102,0.55
103,0.35
104,0.6333333333333333
105,0.6333333333333333
106,0.6333333333333333
107,0.6333333333333333
108,0.0
109,0.1
110,0.0
111,0.11904761904761905
112,0.8
113,0.2333333333333333
114,0.0
115,0.0
116,-0.3
117,0.0
118,-0.1
119,0.5
120,0.0
121,1.0
122,0.6333333333333333
123,-0.08333333333333333
124,0.0
125,0.11904761904761905
126,0.0
127,0.0
128,-0.2
129,-0.3
130,-0.1
131,-0.3
132,0.0
133,-0.3
134,-0.3
135,0.6333333333333333
136,0.1
137,0.8
138,-0.2
139,-0.3
140,0.8
141,0.6333333333333333
142,0.0
143,-0.08333333333333333
144,-0.08333333333333333
145,0.0
146,-0.2333333333333333
147,0.0
148,0.0
149,0.0
150,-0.07142857142857142
151,0.18333333333333326
152,-0.3
153,0.13766233766233765
154,0.21428571428571427
155,0.13766233766233765
156,0.0
157,0.0
158,0.6
159,-0.07142857142857142
160,0.2
161,0.16
162,0.0
163,0.16
164,-0.3888888888888889
165,-0.3
166,0.15000000000000002
167,0.35
168,-0.125
169,0.0
170,0.0
171,0.15000000000000002
172,0.0
173,0.10714285714285714
174,0.25
175,0.0
176,0.0
177,0.21428571428571427
178,0.8
179,0.0
180,-0.2333333333333333
181,-0.2
182,0.0
183,0.0
184,-0.2
185,0.8
186,0.0
187,0.0
188,0.29464285714285715
189,0.0
190,0.0
191,0.8
192,0.25
193,0.8
194,0.5
195,0.0
196,0.3166666666666667
197,-0.3
198,0.0
199,0.8
200,0.13766233766233765
201,0.0
202,0.21428571428571427
203,0.25
204,-0.3
205,0.0
206,0.8
207,0.0
208,0.3666666666666667
209,0.8
210,0.30000000000000004
211,0.25
212,0.35
213,0.8
214,0.0
215,0.0
216,0.16
217,0.0
218,0.16
219,0.6
220,0.0
221,0.0
222,-0.3
223,0.8
224,0.0
225,0.0
226,-0.3
227,0.0
228,0.06818181818181818
229,0.0
230,0.0
231,0.0
232,0.0
233,0.21428571428571427
234,0.1
235,0.4642857142857143
236,0.0
237,0.0
238,0.10714285714285714
239,-0.06190476190476193
240,0.8
241,0.8
242,0.2
243,-0.08333333333333333
244,-0.3
245,0.0
246,0.8
247,-0.3
248,0.30000000000000004
249,0.4
250,0.125
251,0.0
252,-0.3
253,0.55
254,-0.125
255,0.30000000000000004
256,0.06818181818181818
257,0.25
258,0.30000000000000004
259,0.0
260,0.25
261,0.0
262,0.8
263,0.4
264,0.0
265,0.0
266,-0.3
267,-0.3
268,0.8
269,0.0
270,0.0
271,0.0
272,0.8
273,0.30000000000000004
274,-0.06190476190476193
275,0.0
276,0.8
277,-0.3
278,0.0
279,0.0
280,-0.025
281,0.3333333333333333
282,0.4
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.023809523809523808
290,0.35
291,0.0
292,0.0
293,0.2
294,0.35
295,0.8
296,-0.3
297,-0.6
298,0.0
299,0.0
300,0.8
301,0.8
302,0.0
303,0.0
304,0.0
305,-0.06190476190476193
306,-0.3
307,0.0
308,0.125
309,0.0
310,0.1
311,0.0
312,0.0
313,0.15000000000000002
314,0.10714285714285714
315,0.0
316,0.11904761904761905
317,-0.06190476190476193
318,0.0
319,-0.1
320,0.0
321,0.0
322,0.0
323,0.05
324,0.0
325,0.0
326,0.0
327,0.0
328,0.8
329,0.0
330,0.0
331,-0.1
332,-0.3
333,0.125
334,-0.3
335,0.13636363636363635
